0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,7,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6,9,8
0,0,0
7,10,7
0,0,0
0,0,0
0,0,0
0,0,0
6,9,10
0,0,0
6,10,8
0,0,0
0,0,0
0,0,0
7,10,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,10,10
7,8,10
7,10,10
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8,9,9
0,0,0
0,0,0
0,0,0
0,0,0
6,10,10
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,10,10
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8,9,9
0,0,0
0,0,0
0,0,0
7,8,10
8,9,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8,8,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
