7,3,10
6,4,9
6,4,8
6,12,9
6,3,9
6,4,10
7,6,10
7,11,10
6,7,9
7,5,10
0,0,0
0,0,0
6,6,10
0,0,0
6,6,9
7,13,8
7,11,10
0,0,0
7,13,8
6,12,9
6,6,9
0,0,0
6,8,9
0,0,0
0,0,0
6,8,8
8,9,9
0,0,0
8,8,9
6,6,9
0,0,0
7,10,8
0,0,0
6,5,9
0,0,0
0,0,0
8,9,8
0,0,0
7,8,8
7,9,10
7,8,10
0,0,0
6,8,8
7,7,8
7,9,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6,9,8
0,0,0
0,0,0
6,9,10
0,0,0
7,8,11
7,6,8
0,0,0
7,10,8
0,0,0
0,0,0
6,9,9
6,10,9
6,8,9
0,0,0
8,6,8
7,8,8
6,10,8
0,0,0
6,9,10
7,5,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6,11,8
7,9,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8,8,10
0,0,0
0,0,0
6,9,9
7,10,8
6,9,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
