8,10,9
0,0,0
7,6,9
0,0,0
8,9,9
0,0,0
7,6,8
8,8,9
6,12,8
5,12,9
0,0,0
7,8,10
0,0,0
0,0,0
0,0,0
0,0,0
6,12,8
5,12,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,12,8
6,12,8
6,10,10
0,0,0
0,0,0
6,8,9
7,11,8
0,0,0
0,0,0
6,10,9
0,0,0
0,0,0
0,0,0
6,10,10
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6,10,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8,7,8
0,0,0
0,0,0
8,9,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,9,10
0,0,0
0,0,0
0,0,0
0,0,0
6,10,10
0,0,0
6,10,9
0,0,0
0,0,0
0,0,0
0,0,0
8,10,9
0,0,0
7,10,10
8,10,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8,11,8
0,0,0
0,0,0
5,12,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,12,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,10,10
0,0,0
0,0,0
0,0,0
