0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
17,30
0,0
0,0
0,0
15,26
0,0
19,26
0,0
0,0
0,0
0,0
18,27
22,29
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
24,29
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
23,27
19,26
0,0
0,0
0,0
0,0
0,0
21,30
0,0
0,0
22,29
0,0
21,30
0,0
0,0
0,0
0,0
20,20
0,0
0,0
22,28
0,0
0,0
18,30
17,25
19,29
0,0
0,0
0,0
0,0
0,0
0,0
0,0
22,29
18,27
0,0
0,0
0,0
19,31
0,0
0,0
0,0
22,22
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19,28
0,0
0,0
18,29
19,28
0,0
0,0
0,0
24,30
0,0
0,0
0,0
0,0
0,0
0,0
0,0
23,29
0,0
0,0
20,20
0,0
22,20
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
22,30
0,0
0,0
0,0
23,29
18,27
0,0
19,32
0,0
0,0
0,0
0,0
22,22
21,21
19,26
0,0
0,0
0,0
0,0
23,22
18,27
0,0
0,0
0,0
0,0
0,0
0,0
0,0
22,25
22,28
0,0
23,27
19,33
22,23
0,0
22,24
21,23
20,22
22,28
0,0
0,0
0,0
21,32
21,28
22,27
21,23
0,0
0,0
0,0
21,30
0,0
23,23
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21,28
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
22,22
0,0
0,0
0,0
0,0
0,0
18,31
19,30
0,0
23,24
0,0
0,0
0,0
0,0
19,34
0,0
0,0
0,0
0,0
0,0
21,23
0,0
19,29
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
20,21
0,0
0,0
0,0
0,0
0,0
21,32
0,0
0,0
0,0
22,23
21,23
0,0
0,0
0,0
21,22
0,0
21,31
0,0
20,32
0,0
22,21
19,33
0,0
0,0
0,0
20,20
0,0
0,0
0,0
19,26
21,22
20,32
19,33
0,0
0,0
0,0
22,23
0,0
0,0
0,0
22,33
22,20
0,0
18,27
0,0
0,0
0,0
20,31
0,0
0,0
0,0
0,0
22,30
0,0
0,0
21,22
21,31
21,32
0,0
0,0
0,0
20,34
0,0
21,21
0,0
19,32
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19,26
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
20,30
18,27
