0,0
0,0
72,45
0,0
0,0
69,42
0,0
72,41
0,0
69,46
0,0
70,44
68,45
0,0
0,0
68,46
0,0
0,0
0,0
0,0
0,0
68,42
0,0
0,0
0,0
0,0
69,45
0,0
0,0
67,44
71,48
77,49
71,43
69,41
71,44
0,0
70,43
0,0
0,0
78,48
0,0
71,46
0,0
0,0
0,0
71,49
69,44
77,49
0,0
69,43
70,42
71,43
0,0
0,0
78,50
78,51
77,49
73,51
73,49
77,50
0,0
0,0
0,0
69,46
0,0
0,0
0,0
0,0
69,42
0,0
0,0
70,46
70,43
0,0
71,49
72,45
76,54
76,45
69,45
0,0
67,44
0,0
69,42
0,0
0,0
0,0
67,44
0,0
73,44
0,0
70,46
0,0
69,44
74,43
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
76,46
0,0
0,0
72,45
0,0
0,0
0,0
0,0
67,44
76,47
0,0
68,45
0,0
0,0
70,42
0,0
69,42
69,41
0,0
0,0
76,46
0,0
67,44
77,46
0,0
0,0
75,44
0,0
73,44
0,0
76,43
0,0
0,0
69,44
72,42
72,45
0,0
0,0
0,0
0,0
74,50
74,44
0,0
73,45
73,51
0,0
0,0
71,46
72,45
0,0
0,0
0,0
0,0
0,0
78,50
71,46
72,45
76,47
0,0
0,0
0,0
0,0
73,43
69,46
0,0
0,0
69,42
0,0
68,44
0,0
0,0
0,0
69,41
74,44
0,0
74,52
73,52
0,0
0,0
0,0
0,0
71,41
0,0
0,0
0,0
70,42
0,0
72,45
0,0
72,44
0,0
0,0
0,0
0,0
71,46
0,0
0,0
0,0
0,0
0,0
0,0
0,0
70,45
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
73,43
0,0
0,0
0,0
0,0
0,0
68,44
0,0
0,0
71,43
71,40
0,0
0,0
0,0
78,49
73,42
0,0
0,0
0,0
0,0
0,0
69,40
0,0
0,0
0,0
71,46
0,0
0,0
72,41
0,0
0,0
0,0
0,0
71,42
70,45
0,0
0,0
0,0
0,0
0,0
78,50
70,42
77,49
0,0
68,43
0,0
0,0
0,0
0,0
0,0
70,44
0,0
74,43
0,0
0,0
0,0
0,0
0,0
0,0
68,44
0,0
0,0
75,53
0,0
0,0
73,41
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
72,43
0,0
71,42
72,44
0,0
0,0
71,51
76,52
0,0
78,50
73,53
0,0
0,0
0,0
71,49
0,0
0,0
77,49
72,50
0,0
0,0
0,0
73,52
0,0
0,0
0,0
76,52
0,0
75,43
0,0
0,0
71,48
0,0
0,0
0,0
78,49
0,0
0,0
69,43
0,0
0,0
0,0
71,47
70,50
69,50
