13,14
12,21
12,22
14,18
10,11
13,21
14,21
11,14
15,18
16,18
0,0
0,0
14,15
12,11
15,19
14,19
11,12
13,16
11,10
13,10
16,18
12,16
13,13
15,16
0,0
12,14
10,13
11,12
11,14
12,16
14,18
0,0
10,13
15,19
14,16
11,16
0,0
0,0
0,0
12,14
0,0
13,16
10,15
16,20
10,14
16,22
13,18
0,0
17,20
12,13
0,0
12,17
15,19
0,0
0,0
18,20
18,22
14,19
12,15
19,21
13,19
11,15
17,19
0,0
0,0
12,15
13,14
13,15
11,17
12,14
12,18
19,21
15,20
12,18
17,19
20,22
13,18
13,14
13,14
13,19
13,20
14,15
16,21
13,15
15,20
18,19
18,20
14,17
19,21
19,19
12,18
11,17
10,18
15,16
18,19
14,19
0,0
0,0
14,19
17,20
