0,0
18,18
19,19
20,17
19,19
21,25
0,0
0,0
0,0
0,0
18,18
20,17
20,15
0,0
19,16
19,20
17,21
21,23
0,0
21,18
19,23
21,24
18,15
0,0
19,19
21,23
21,17
20,21
21,17
19,17
22,22
20,24
19,24
17,21
22,17
20,22
22,24
21,23
21,17
22,17
19,17
22,23
20,23
20,19
0,0
17,21
21,25
0,0
19,22
22,16
19,21
22,26
21,23
22,17
0,0
23,26
20,19
22,18
20,22
24,17
20,26
22,25
18,21
19,22
18,20
23,16
20,26
22,26
21,19
22,23
0,0
0,0
0,0
20,24
0,0
23,19
18,20
21,24
21,22
20,25
21,18
22,17
20,17
21,20
19,25
23,18
24,17
18,21
0,0
0,0
24,19
20,23
21,19
21,18
20,24
18,22
21,18
18,22
25,18
20,20
